article,time_period,uncertainty_matches,uncertainty_label,economic_matches,economic_label,policy_matches,policy_label,epu_label
1968,midcentury,['uncertain'],1,['economy'],1,[],0,0
1969,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
1970,midcentury,['uncertainty'],1,[],0,[],0,0
1971,midcentury,[],0,[],0,"['regulation', 'congress']",1,0
1972,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'congress']",1,1
1973,midcentury,['uncertain'],1,[],0,[],0,0
1974,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['deficit', 'congress']",1,1
1975,midcentury,['uncertain'],1,['economic'],1,['white house'],1,1
1976,midcentury,"['uncertain', 'uncertainty']",1,[],0,['legislation'],1,0
1977,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'white house']",1,1
1978,midcentury,"['uncertain', 'uncertainty']",1,[],0,['federal reserve'],1,0
1979,midcentury,['uncertain'],1,"['economic', 'economy']",1,['regulation'],1,1
1980,midcentury,['uncertain'],1,[],0,[],0,0
1981,midcentury,['uncertainty'],1,[],0,[],0,0
1982,midcentury,['uncertain'],1,['economy'],1,['deficit'],1,1
1983,midcentury,['uncertainty'],1,['economy'],1,"['regulation', 'congress', 'legislation']",1,1
1984,midcentury,['uncertain'],1,[],0,[],0,0
1985,midcentury,['uncertain'],1,[],0,[],0,0
1986,midcentury,['uncertain'],1,[],0,[],0,0
1987,midcentury,['uncertainty'],1,['economic'],1,['congress'],1,1
1988,midcentury,"['uncertain', 'uncertainty']",1,[],0,['legislation'],1,0
1989,midcentury,['uncertain'],1,[],0,[],0,0
1990,midcentury,['uncertainty'],1,[],0,[],0,0
1991,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['deficit', 'congress']",1,1
1992,midcentury,[],0,"['economic', 'economy']",1,[],0,0
1993,midcentury,['uncertain'],1,['economy'],1,[],0,0
1994,midcentury,['uncertainty'],1,[],0,[],0,0
1995,midcentury,['uncertainty'],1,['economic'],1,"['federal reserve', 'congress', 'legislation']",1,1
1996,midcentury,[],0,[],0,[],0,0
1997,midcentury,['uncertainty'],1,[],0,[],0,0
1998,midcentury,[],0,"['economic', 'economy']",1,['deficit'],1,0
1999,midcentury,['uncertainty'],1,['economic'],1,['legislation'],1,1
2000,midcentury,['uncertainty'],1,['economic'],1,['congress'],1,1
2001,midcentury,['uncertain'],1,[],0,[],0,0
2002,midcentury,['uncertainty'],1,['economic'],1,"['congress', 'legislation']",1,1
2003,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2004,midcentury,['uncertain'],1,[],0,[],0,0
2005,midcentury,['uncertain'],1,[],0,[],0,0
2006,midcentury,['uncertain'],1,[],0,[],0,0
2007,midcentury,[],0,['economic'],1,[],0,0
2008,midcentury,['uncertain'],1,[],0,[],0,0
2009,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['deficit', 'congress', 'legislation']",1,1
2010,midcentury,[],0,[],0,[],0,0
2011,midcentury,['uncertainty'],1,[],0,[],0,0
2012,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['federal reserve'],1,1
2013,midcentury,[],0,[],0,[],0,0
2014,midcentury,[],0,"['economic', 'economy']",1,"['congress', 'legislation']",1,0
2015,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2016,midcentury,['uncertain'],1,[],0,[],0,0
2017,midcentury,['uncertain'],1,[],0,[],0,0
2018,midcentury,['uncertain'],1,[],0,"['congress', 'legislation']",1,0
2019,midcentury,['uncertainty'],1,['economy'],1,[],0,0
2020,midcentury,['uncertain'],1,[],0,[],0,0
2021,midcentury,['uncertain'],1,[],0,[],0,0
2022,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2023,midcentury,['uncertain'],1,['economic'],1,['congress'],1,1
2024,midcentury,['uncertain'],1,[],0,[],0,0
2025,midcentury,[],0,['economic'],1,[],0,0
2026,midcentury,['uncertain'],1,[],0,[],0,0
2027,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2028,midcentury,['uncertain'],1,[],0,[],0,0
2029,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2030,midcentury,['uncertain'],1,['economy'],1,['federal reserve'],1,1
2031,midcentury,[],0,[],0,[],0,0
2032,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['deficit'],1,1
2033,midcentury,['uncertainty'],1,['economy'],1,[],0,0
2034,midcentury,['uncertain'],1,[],0,['congress'],1,0
2035,midcentury,['uncertainty'],1,[],0,"['congress', 'legislation']",1,0
2036,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2037,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2038,midcentury,['uncertain'],1,[],0,['federal reserve'],1,0
2039,midcentury,['uncertain'],1,[],0,[],0,0
2040,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2041,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'legislation']",1,1
2042,midcentury,['uncertain'],1,[],0,[],0,0
2043,midcentury,['uncertain'],1,['economic'],1,[],0,0
2044,midcentury,['uncertainty'],1,['economic'],1,"['congress', 'legislation']",1,1
2045,midcentury,['uncertain'],1,['economic'],1,[],0,0
2046,midcentury,['uncertainty'],1,[],0,[],0,0
2047,midcentury,[],0,[],0,[],0,0
2048,midcentury,['uncertainty'],1,[],0,[],0,0
2049,midcentury,['uncertain'],1,[],0,[],0,0
2050,midcentury,['uncertainty'],1,['economic'],1,"['federal reserve', 'congress', 'legislation']",1,1
2051,midcentury,['uncertainty'],1,[],0,[],0,0
2052,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2053,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2054,midcentury,[],0,[],0,[],0,0
2055,midcentury,[],0,['economic'],1,"['deficit', 'congress', 'legislation']",1,0
2056,midcentury,[],0,[],0,[],0,0
2057,midcentury,['uncertainty'],1,[],0,[],0,0
2058,midcentury,[],0,[],0,[],0,0
2059,midcentury,['uncertain'],1,['economic'],1,[],0,0
2060,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2061,midcentury,[],0,"['economic', 'economy']",1,[],0,0
2062,midcentury,['uncertain'],1,[],0,[],0,0
2063,midcentury,['uncertainty'],1,['economy'],1,[],0,0
2064,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2065,midcentury,['uncertain'],1,['economic'],1,['federal reserve'],1,1
2066,midcentury,['uncertainty'],1,[],0,[],0,0
2067,midcentury,[],0,"['economic', 'economy']",1,[],0,0
2068,midcentury,['uncertain'],1,[],0,[],0,0
2069,midcentury,[],0,[],0,[],0,0
2070,midcentury,['uncertain'],1,[],0,"['congress', 'legislation']",1,0
2071,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2072,midcentury,['uncertainty'],1,[],0,[],0,0
2073,midcentury,[],0,[],0,['federal reserve'],1,0
2074,midcentury,['uncertainty'],1,[],0,"['regulation', 'congress', 'legislation']",1,0
2075,midcentury,['uncertain'],1,[],0,[],0,0
2076,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['deficit', 'congress', 'legislation']",1,1
2077,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2078,midcentury,"['uncertain', 'uncertainty']",1,['economic'],1,['legislation'],1,1
2079,midcentury,['uncertainty'],1,[],0,"['federal reserve', 'congress']",1,0
2080,midcentury,['uncertain'],1,[],0,[],0,0
2081,midcentury,[],0,[],0,"['regulation', 'federal reserve', 'congress']",1,0
2082,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['congress', 'legislation', 'white house']",1,1
2083,midcentury,['uncertain'],1,[],0,[],0,0
2084,midcentury,['uncertain'],1,[],0,[],0,0
2085,midcentury,['uncertain'],1,[],0,[],0,0
2086,midcentury,[],0,['economic'],1,['congress'],1,0
2087,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2088,midcentury,['uncertainty'],1,['economic'],1,"['congress', 'legislation']",1,1
2089,midcentury,['uncertain'],1,[],0,[],0,0
2090,midcentury,['uncertainty'],1,[],0,[],0,0
2091,midcentury,"['uncertain', 'uncertainty']",1,[],0,['congress'],1,0
2092,midcentury,['uncertain'],1,['economic'],1,[],0,0
2093,midcentury,['uncertainty'],1,['economic'],1,['congress'],1,1
2094,midcentury,['uncertain'],1,[],0,[],0,0
2095,midcentury,['uncertainty'],1,['economy'],1,['regulation'],1,1
2096,midcentury,['uncertain'],1,[],0,[],0,0
2097,midcentury,['uncertain'],1,[],0,['federal reserve'],1,0
2098,midcentury,['uncertainty'],1,[],0,"['congress', 'legislation']",1,0
2099,midcentury,['uncertainty'],1,[],0,[],0,0
2100,midcentury,['uncertain'],1,[],0,[],0,0
2101,midcentury,[],0,[],0,[],0,0
2102,midcentury,['uncertain'],1,"['economic', 'economy']",1,['regulation'],1,1
2103,midcentury,['uncertain'],1,"['economic', 'economy']",1,['congress'],1,1
2104,midcentury,['uncertainty'],1,[],0,[],0,0
2105,midcentury,['uncertain'],1,"['economic', 'economy']",1,['congress'],1,1
2106,midcentury,['uncertain'],1,[],0,[],0,0
2107,midcentury,['uncertain'],1,['economy'],1,"['congress', 'legislation', 'white house']",1,1
2108,midcentury,['uncertain'],1,['economic'],1,[],0,0
2109,midcentury,[],0,[],0,[],0,0
2110,midcentury,['uncertain'],1,['economic'],1,['federal reserve'],1,1
2111,midcentury,['uncertain'],1,['economic'],1,[],0,0
2112,midcentury,['uncertain'],1,['economic'],1,[],0,0
2113,midcentury,['uncertain'],1,[],0,[],0,0
2114,midcentury,['uncertain'],1,[],0,[],0,0
2115,midcentury,['uncertain'],1,[],0,[],0,0
2116,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'federal reserve', 'deficit', 'congress', 'legislation']",1,1
2117,midcentury,['uncertainty'],1,[],0,[],0,0
2118,midcentury,['uncertainty'],1,['economic'],1,['federal reserve'],1,1
2119,midcentury,['uncertain'],1,[],0,['federal reserve'],1,0
2120,midcentury,['uncertainty'],1,[],0,[],0,0
2121,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2122,midcentury,['uncertain'],1,[],0,[],0,0
2123,midcentury,['uncertainty'],1,[],0,['congress'],1,0
2124,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2125,midcentury,['uncertainty'],1,[],0,[],0,0
2126,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2127,midcentury,['uncertain'],1,[],0,['federal reserve'],1,0
2128,midcentury,['uncertain'],1,[],0,[],0,0
2129,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2130,midcentury,['uncertain'],1,[],0,[],0,0
2131,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2132,midcentury,[],0,[],0,[],0,0
2133,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2134,midcentury,['uncertain'],1,"['economic', 'economy']",1,['federal reserve'],1,1
2135,midcentury,['uncertain'],1,[],0,['congress'],1,0
2136,midcentury,['uncertainty'],1,[],0,['federal reserve'],1,0
2137,midcentury,['uncertainty'],1,[],0,['congress'],1,0
2138,midcentury,[],0,[],0,[],0,0
2139,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'congress', 'legislation', 'white house']",1,1
2140,midcentury,['uncertainty'],1,[],0,[],0,0
2141,midcentury,['uncertainty'],1,['economy'],1,[],0,0
2142,midcentury,[],0,['economic'],1,['congress'],1,0
2143,midcentury,['uncertainty'],1,['economic'],1,['congress'],1,1
2144,midcentury,['uncertain'],1,[],0,[],0,0
2145,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,"['federal reserve', 'congress']",1,1
2146,midcentury,['uncertain'],1,[],0,['deficit'],1,0
2147,midcentury,[],0,[],0,[],0,0
2148,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2149,midcentury,['uncertainty'],1,['economic'],1,"['deficit', 'congress']",1,1
2150,midcentury,['uncertain'],1,[],0,[],0,0
2151,midcentury,['uncertainty'],1,[],0,[],0,0
2152,midcentury,['uncertain'],1,[],0,[],0,0
2153,midcentury,['uncertain'],1,"['economic', 'economy']",1,['federal reserve'],1,1
2154,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,['deficit'],1,1
2155,midcentury,['uncertainty'],1,[],0,[],0,0
2156,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,['congress'],1,1
2157,midcentury,[],0,[],0,[],0,0
2158,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2159,midcentury,[],0,"['economic', 'economy']",1,['deficit'],1,0
2160,midcentury,['uncertainty'],1,[],0,"['congress', 'legislation']",1,0
2161,midcentury,['uncertainty'],1,[],0,[],0,0
2162,midcentury,[],0,[],0,[],0,0
2163,midcentury,[],0,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'legislation']",1,0
2164,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2165,midcentury,['uncertain'],1,[],0,"['legislation', 'white house']",1,0
2166,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['deficit'],1,1
2167,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2168,midcentury,[],0,[],0,[],0,0
2169,midcentury,['uncertain'],1,[],0,['congress'],1,0
2170,midcentury,['uncertain'],1,[],0,[],0,0
2171,midcentury,['uncertainty'],1,['economic'],1,"['regulation', 'federal reserve', 'congress', 'legislation']",1,1
2172,midcentury,['uncertain'],1,[],0,[],0,0
2173,midcentury,['uncertain'],1,['economy'],1,[],0,0
2174,midcentury,['uncertain'],1,[],0,[],0,0
2175,midcentury,['uncertain'],1,['economy'],1,[],0,0
2176,midcentury,['uncertain'],1,['economic'],1,"['regulation', 'congress', 'legislation']",1,1
2177,midcentury,[],0,['economic'],1,[],0,0
2178,midcentury,['uncertain'],1,[],0,[],0,0
2179,midcentury,['uncertain'],1,['economic'],1,[],0,0
2180,midcentury,['uncertain'],1,['economic'],1,[],0,0
2181,midcentury,[],0,"['economic', 'economy']",1,[],0,0
2182,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2183,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'congress']",1,1
2184,midcentury,[],0,"['economic', 'economy']",1,['congress'],1,0
2185,midcentury,['uncertainty'],1,[],0,[],0,0
2186,midcentury,['uncertain'],1,['economy'],1,['congress'],1,1
2187,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['congress', 'legislation']",1,1
2188,midcentury,['uncertain'],1,[],0,[],0,0
2189,midcentury,['uncertain'],1,[],0,['congress'],1,0
2190,midcentury,[],0,"['economic', 'economy']",1,"['federal reserve', 'congress', 'white house']",1,0
2191,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['congress'],1,1
2192,midcentury,['uncertain'],1,['economic'],1,[],0,0
2193,midcentury,['uncertain'],1,"['economic', 'economy']",1,['congress'],1,1
2194,midcentury,['uncertain'],1,[],0,['federal reserve'],1,0
2195,midcentury,['uncertain'],1,[],0,['congress'],1,0
2196,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2197,midcentury,['uncertain'],1,['economy'],1,[],0,0
2198,midcentury,['uncertainty'],1,[],0,['federal reserve'],1,0
2199,midcentury,['uncertain'],1,['economic'],1,[],0,0
2200,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2201,midcentury,[],0,['economic'],1,['regulation'],1,0
2202,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['federal reserve'],1,1
2203,midcentury,['uncertain'],1,['economy'],1,['congress'],1,1
2204,midcentury,['uncertain'],1,"['economic', 'economy']",1,['regulation'],1,1
2205,midcentury,['uncertain'],1,[],0,[],0,0
2206,midcentury,['uncertainty'],1,[],0,[],0,0
2207,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['regulation', 'congress', 'legislation']",1,1
2208,midcentury,['uncertain'],1,"['economic', 'economy']",1,['deficit'],1,1
2209,midcentury,['uncertainty'],1,[],0,[],0,0
2210,midcentury,[],0,['economic'],1,['legislation'],1,0
2211,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['congress', 'white house']",1,1
2212,midcentury,['uncertainty'],1,[],0,[],0,0
2213,midcentury,[],0,[],0,[],0,0
2214,midcentury,['uncertain'],1,"['economic', 'economy']",1,['deficit'],1,1
2215,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['congress'],1,1
2216,midcentury,['uncertain'],1,['economic'],1,['congress'],1,1
2217,midcentury,['uncertain'],1,['economic'],1,[],0,0
2218,midcentury,['uncertain'],1,[],0,[],0,0
2219,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2220,midcentury,['uncertainty'],1,[],0,[],0,0
2221,midcentury,['uncertainty'],1,[],0,[],0,0
2222,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2223,midcentury,['uncertain'],1,[],0,[],0,0
2224,midcentury,"['uncertain', 'uncertainty']",1,[],0,['congress'],1,0
2225,midcentury,[],0,[],0,[],0,0
2226,midcentury,['uncertainty'],1,[],0,[],0,0
2227,midcentury,['uncertain'],1,['economic'],1,[],0,0
2228,midcentury,[],0,['economic'],1,[],0,0
2229,midcentury,['uncertain'],1,[],0,['congress'],1,0
2230,midcentury,[],0,[],0,['white house'],1,0
2231,midcentury,[],0,[],0,['deficit'],1,0
2232,midcentury,['uncertain'],1,['economic'],1,[],0,0
2233,midcentury,['uncertainty'],1,[],0,[],0,0
2234,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2235,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['congress'],1,1
2236,midcentury,[],0,['economic'],1,[],0,0
2237,midcentury,[],0,[],0,[],0,0
2238,midcentury,"['uncertain', 'uncertainty']",1,[],0,"['deficit', 'congress']",1,0
2239,midcentury,[],0,[],0,[],0,0
2240,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['deficit'],1,1
2241,midcentury,['uncertainty'],1,[],0,[],0,0
2242,midcentury,['uncertain'],1,[],0,[],0,0
2243,midcentury,['uncertain'],1,[],0,[],0,0
2244,midcentury,['uncertain'],1,['economic'],1,"['congress', 'legislation', 'white house']",1,1
2245,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,"['federal reserve', 'deficit']",1,1
2246,midcentury,['uncertainty'],1,[],0,[],0,0
2247,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2248,midcentury,['uncertain'],1,['economic'],1,[],0,0
2249,midcentury,['uncertain'],1,"['economic', 'economy']",1,['deficit'],1,1
2250,midcentury,['uncertain'],1,[],0,[],0,0
2251,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2252,midcentury,['uncertain'],1,[],0,['congress'],1,0
2253,midcentury,['uncertain'],1,[],0,"['federal reserve', 'legislation']",1,0
2254,midcentury,['uncertain'],1,[],0,[],0,0
2255,midcentury,[],0,['economy'],1,['federal reserve'],1,0
2256,midcentury,['uncertain'],1,['economic'],1,[],0,0
2257,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2258,midcentury,"['uncertain', 'uncertainty']",1,[],0,"['regulation', 'congress', 'legislation']",1,0
2259,midcentury,['uncertain'],1,['economic'],1,[],0,0
2260,midcentury,['uncertainty'],1,[],0,"['congress', 'legislation']",1,0
2261,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2262,midcentury,['uncertain'],1,[],0,[],0,0
2263,midcentury,['uncertain'],1,['economic'],1,[],0,0
2264,midcentury,['uncertain'],1,['economic'],1,[],0,0
2265,midcentury,['uncertainty'],1,['economy'],1,"['federal reserve', 'congress']",1,1
2266,midcentury,['uncertain'],1,[],0,[],0,0
2267,midcentury,[],0,['economic'],1,[],0,0
2268,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2269,midcentury,['uncertain'],1,[],0,[],0,0
2270,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2271,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2272,midcentury,['uncertainty'],1,[],0,[],0,0
2273,midcentury,['uncertain'],1,['economic'],1,['legislation'],1,1
2274,midcentury,[],0,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'congress']",1,0
2275,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['federal reserve'],1,1
2276,midcentury,[],0,['economic'],1,[],0,0
2277,midcentury,['uncertain'],1,[],0,[],0,0
2278,midcentury,[],0,['economic'],1,"['congress', 'white house']",1,0
2279,midcentury,['uncertain'],1,[],0,[],0,0
2280,midcentury,['uncertain'],1,[],0,[],0,0
2281,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2282,midcentury,['uncertain'],1,[],0,[],0,0
2283,midcentury,['uncertain'],1,[],0,['congress'],1,0
2284,midcentury,['uncertain'],1,"['economic', 'economy']",1,['white house'],1,1
2285,midcentury,['uncertainty'],1,['economic'],1,"['regulation', 'legislation']",1,1
2286,midcentury,[],0,['economic'],1,[],0,0
2287,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2288,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2289,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2290,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2291,midcentury,['uncertainty'],1,[],0,[],0,0
2292,midcentury,[],0,[],0,['congress'],1,0
2293,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2294,midcentury,['uncertain'],1,['economic'],1,['congress'],1,1
2295,midcentury,['uncertainty'],1,['economy'],1,[],0,0
2296,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['federal reserve', 'congress']",1,1
2297,midcentury,[],0,['economic'],1,"['congress', 'legislation']",1,0
2298,midcentury,['uncertainty'],1,[],0,[],0,0
2299,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2300,midcentury,['uncertain'],1,[],0,[],0,0
2301,midcentury,['uncertain'],1,[],0,[],0,0
2302,midcentury,[],0,[],0,[],0,0
2303,midcentury,['uncertain'],1,[],0,"['congress', 'legislation']",1,0
2304,midcentury,['uncertainty'],1,[],0,['congress'],1,0
2305,midcentury,[],0,[],0,[],0,0
2306,midcentury,"['uncertain', 'uncertainty']",1,[],0,['congress'],1,0
2307,midcentury,[],0,"['economic', 'economy']",1,[],0,0
2308,midcentury,['uncertain'],1,[],0,[],0,0
2309,midcentury,['uncertain'],1,[],0,[],0,0
2310,midcentury,[],0,[],0,['congress'],1,0
2311,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['congress', 'white house']",1,1
2312,midcentury,['uncertain'],1,[],0,[],0,0
2313,midcentury,[],0,['economy'],1,['legislation'],1,0
2314,midcentury,['uncertainty'],1,[],0,[],0,0
2315,midcentury,['uncertain'],1,[],0,['federal reserve'],1,0
2316,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['legislation'],1,1
2317,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,['congress'],1,1
2318,midcentury,['uncertain'],1,[],0,[],0,0
2319,midcentury,[],0,[],0,[],0,0
2320,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['deficit', 'congress']",1,1
2321,midcentury,[],0,[],0,[],0,0
2322,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2323,midcentury,['uncertain'],1,[],0,['regulation'],1,0
2324,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2325,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['federal reserve'],1,1
2326,midcentury,['uncertainty'],1,[],0,[],0,0
2327,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2328,midcentury,['uncertain'],1,[],0,[],0,0
2329,midcentury,[],0,['economic'],1,[],0,0
2330,midcentury,[],0,[],0,['deficit'],1,0
2331,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2332,midcentury,['uncertain'],1,"['economic', 'economy']",1,"['federal reserve', 'deficit', 'congress', 'white house']",1,1
2333,midcentury,['uncertainty'],1,['economic'],1,['regulation'],1,1
2334,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['deficit'],1,1
2335,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2336,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2337,midcentury,['uncertainty'],1,['economy'],1,[],0,0
2338,midcentury,"['uncertain', 'uncertainty']",1,[],0,[],0,0
2339,midcentury,"['uncertain', 'uncertainty']",1,['economy'],1,[],0,0
2340,midcentury,[],0,"['economic', 'economy']",1,"['federal reserve', 'congress']",1,0
2341,midcentury,['uncertain'],1,[],0,[],0,0
2342,midcentury,['uncertainty'],1,[],0,[],0,0
2343,midcentury,['uncertain'],1,[],0,[],0,0
2344,midcentury,['uncertain'],1,['economic'],1,[],0,0
2345,midcentury,[],0,"['economic', 'economy']",1,"['federal reserve', 'congress', 'white house']",1,0
2346,midcentury,['uncertain'],1,[],0,[],0,0
2347,midcentury,['uncertain'],1,[],0,[],0,0
2348,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2349,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,"['deficit', 'congress', 'legislation', 'white house']",1,1
2350,midcentury,[],0,[],0,[],0,0
2351,midcentury,['uncertain'],1,[],0,[],0,0
2352,midcentury,[],0,"['economic', 'economy']",1,['congress'],1,0
2353,midcentury,['uncertainty'],1,[],0,[],0,0
2354,midcentury,['uncertain'],1,[],0,[],0,0
2355,midcentury,['uncertain'],1,[],0,['federal reserve'],1,0
2356,midcentury,['uncertainty'],1,['economy'],1,['white house'],1,1
2357,midcentury,['uncertain'],1,[],0,['congress'],1,0
2358,midcentury,"['uncertain', 'uncertainty']",1,[],0,['federal reserve'],1,0
2359,midcentury,['uncertainty'],1,[],0,[],0,0
2360,midcentury,"['uncertain', 'uncertainty']",1,['economic'],1,[],0,0
2361,midcentury,['uncertain'],1,[],0,[],0,0
2362,midcentury,[],0,['economic'],1,"['regulation', 'deficit', 'congress', 'legislation']",1,0
2363,midcentury,['uncertain'],1,[],0,"['federal reserve', 'congress']",1,0
2364,midcentury,['uncertainty'],1,[],0,[],0,0
2365,midcentury,['uncertain'],1,[],0,[],0,0
2366,midcentury,[],0,[],0,[],0,0
2367,midcentury,['uncertainty'],1,['economic'],1,"['congress', 'legislation']",1,1
2368,midcentury,['uncertainty'],1,[],0,[],0,0
2369,midcentury,[],0,['economic'],1,[],0,0
2370,midcentury,['uncertain'],1,"['economic', 'economy']",1,['deficit'],1,1
2371,midcentury,['uncertain'],1,[],0,"['regulation', 'legislation']",1,0
2372,midcentury,['uncertain'],1,[],0,['congress'],1,0
2373,midcentury,['uncertainty'],1,"['economic', 'economy']",1,['deficit'],1,1
2374,midcentury,['uncertainty'],1,['economic'],1,[],0,0
2375,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2376,midcentury,"['uncertain', 'uncertainty']",1,"['economic', 'economy']",1,['federal reserve'],1,1
2377,midcentury,['uncertain'],1,[],0,[],0,0
2378,midcentury,[],0,['economic'],1,['legislation'],1,0
2379,midcentury,['uncertainty'],1,"['economic', 'economy']",1,"['federal reserve', 'congress']",1,1
2380,midcentury,[],0,[],0,[],0,0
2381,midcentury,['uncertain'],1,"['economic', 'economy']",1,[],0,0
2382,midcentury,['uncertain'],1,[],0,[],0,0
2383,midcentury,[],0,[],0,[],0,0
2384,midcentury,['uncertain'],1,['economy'],1,[],0,0
2385,midcentury,['uncertainty'],1,[],0,[],0,0
2386,midcentury,['uncertain'],1,[],0,[],0,0
2387,midcentury,['uncertainty'],1,"['economic', 'economy']",1,[],0,0
2388,midcentury,['uncertain'],1,[],0,[],0,0
2389,midcentury,['uncertainty'],1,[],0,['legislation'],1,0
2390,midcentury,['uncertainty'],1,[],0,[],0,0
