article_number,year,month,EPU,label,unique_id_current,vintage
259,1995,1,1.0,1.0,NYT_1_1995_24,Current
260,2002,8,1.0,1.0,DMNB_8_2002_14,Current
260,2010,10,0.0,0.0,NYT_10_2010_49,Current
261,1999,11,0.0,0.0,LA_11_1999_24,Current
262,2005,12,0.0,0.0,MIHB_12_2005_2,Current
262,2007,6,0.0,0.0,NYT_6_2007_9,Current
263,1995,9,1.0,1.0,MIHB_9_1995_4,Current
263,2000,1,0.0,0.0,LA_1_2000_2,Current
264,1999,4,0.0,0.0,SF_4_1999_3,Current
264,2003,8,1.0,1.0,SF_8_2003_1,Current
265,1998,9,0.0,0.0,NYT_9_1998_42,Current
265,2000,4,0.0,0.0,LA_4_2000_9,Current
266,1988,3,0.0,0.0,NYT_3_1988_1,Current
266,1999,8,0.0,0.0,SF_8_1999_5,Current
267,1986,9,1.0,1.0,NYT_9_1986_16,Current
268,2007,9,1.0,1.0,LA_9_2007_21,Current
268,2008,9,0.0,0.0,MIHB_9_2008_27,Current
269,1995,5,0.0,0.0,SF_5_1995_14,Current
269,2009,10,0.0,0.0,MIHB_10_2009_8,Current
270,1987,8,0.0,0.0,NYT_8_1987_4,Current
270,2007,3,0.0,0.0,SF_3_2007_1,Current
271,1992,5,0.0,0.0,MIHB_5_1992_6,Current
271,2001,2,0.0,0.0,SF_2_2001_4,Current
272,1993,5,0.0,0.0,LA_5_1993_63,Current
272,1998,9,0.0,0.0,SF_9_1998_6,Current
273,2003,9,1.0,1.0,LA_9_2003_42,Current
274,2006,5,1.0,1.0,SF_5_2006_8,Current
274,2009,10,0.0,0.0,LA_10_2009_14,Current
275,1987,8,1.0,1.0,LA_8_1987_1,Current
275,2005,7,0.0,0.0,LA_7_2005_15,Current
276,1997,12,1.0,1.0,MIHB_12_1997_6,Current
276,2001,5,0.0,0.0,NYT_5_2001_6,Current
277,1999,8,0.0,0.0,LA_8_1999_20,Current
277,2002,4,0.0,0.0,DMNB_4_2002_13,Current
278,1987,7,0.0,0.0,NYT_7_1987_12,Current
278,2002,3,1.0,1.0,MIHB_3_2002_9,Current
279,1997,3,1.0,1.0,LA_3_1997_11,Current
279,2011,6,0.0,0.0,LA_6_2011_17,Current
280,1995,3,1.0,1.0,NYT_3_1995_18,Current
280,2008,1,0.0,0.0,LA_1_2008_32,Current
281,1999,4,0.0,0.0,NYT_4_1999_5,Current
281,2009,11,1.0,1.0,SF_11_2009_7,Current
282,1992,6,1.0,1.0,NYT_6_1992_36,Current
282,2011,7,0.0,0.0,LA_7_2011_14,Current
283,2010,1,1.0,1.0,MIHB_1_2010_15,Current
284,1993,8,1.0,1.0,NYT_8_1993_26,Current
284,2011,6,0.0,0.0,SF_6_2011_3,Current
285,2001,4,1.0,1.0,SF_4_2001_24,Current
286,1986,9,1.0,1.0,LA_9_1986_16,Current
287,1993,12,0.0,0.0,NYT_12_1993_6,Current
287,2011,10,0.0,0.0,NYT_10_2011_35,Current
288,1995,7,0.0,0.0,NYT_7_1995_10,Current
289,1999,1,0.0,0.0,MIHB_1_1999_4,Current
289,2004,9,0.0,0.0,NYT_9_2004_13,Current
290,2003,9,1.0,1.0,DMNB_9_2003_7,Current
290,2006,5,0.0,0.0,SF_5_2006_6,Current
291,1999,2,0.0,0.0,DMNB_2_1999_15,Current
291,2006,8,0.0,0.0,SF_8_2006_4,Current
292,1990,2,1.0,1.0,MIHB_2_1990_12,Current
292,2007,2,0.0,0.0,NYT_2_2007_8,Current
293,1994,1,0.0,0.0,MIHB_1_1994_2,Current
293,2006,9,1.0,1.0,NYT_9_2006_17,Current
294,1997,1,0.0,0.0,MIHB_1_1997_2,Current
295,2000,2,1.0,1.0,NYT_2_2000_2,Current
295,2000,9,1.0,1.0,NYT_9_2000_4,Current
296,1990,12,1.0,1.0,NYT_12_1990_39,Current
296,1997,4,1.0,1.0,DMNB_4_1997_20,Current
297,1993,2,0.0,0.0,DMNB_2_1993_6,Current
297,2001,8,0.0,0.0,SF_8_2001_6,Current
298,1993,5,0.0,0.0,DMNB_5_1993_12,Current
299,1991,3,1.0,1.0,NYT_3_1991_36,Current
299,2003,6,0.0,0.0,LA_6_2003_29,Current
300,2008,10,1.0,1.0,DMNB_10_2008_23,Current
301,2010,4,1.0,1.0,NYT_4_2010_44,Current
302,1987,10,0.0,0.0,MIHB_10_1987_7,Current
302,1997,11,1.0,1.0,NYT_11_1997_22,Current
303,2008,5,0.0,0.0,MIHB_5_2008_3,Current
303,2010,6,1.0,1.0,SF_6_2010_15,Current
304,2003,12,0.0,0.0,SF_12_2003_14,Current
304,2009,6,0.0,0.0,NYT_6_2009_24,Current
305,1988,4,1.0,1.0,MIHB_4_1988_13,Current
305,2010,10,1.0,1.0,SF_10_2010_8,Current
306,1989,11,1.0,1.0,MIHB_11_1989_8,Current
306,1992,3,0.0,0.0,LA_3_1992_44,Current
307,2010,11,0.0,0.0,SF_11_2010_5,Current
307,2011,10,0.0,0.0,MIHB_10_2011_9,Current
308,2005,2,0.0,0.0,DMNB_2_2005_4,Current
308,2007,10,1.0,1.0,NYT_10_2007_28,Current
309,2000,10,1.0,1.0,NYT_10_2000_3,Current
310,2000,2,1.0,1.0,LA_2_2000_1,Current
310,2001,11,1.0,1.0,DMNB_11_2001_27,Current
311,2005,5,1.0,1.0,MIHB_5_2005_3,Current
311,2010,5,1.0,1.0,NYT_5_2010_18,Current
312,1992,1,1.0,1.0,LA_1_1992_1,Current
312,2001,3,0.0,0.0,SF_3_2001_15,Current
313,1997,6,1.0,1.0,MIHB_6_1997_2,Current
314,1993,10,1.0,1.0,DMNB_10_1993_17,Current
314,2004,6,1.0,1.0,SF_6_2004_4,Current
315,1996,6,1.0,1.0,NYT_6_1996_5,Current
315,2006,12,0.0,0.0,NYT_12_2006_18,Current
316,1995,5,0.0,0.0,LA_5_1995_13,Current
316,2002,2,1.0,1.0,SF_2_2002_7,Current
317,1986,8,1.0,1.0,LA_8_1986_10,Current
317,1992,6,0.0,0.0,NYT_6_1992_34,Current
318,1992,4,1.0,1.0,NYT_4_1992_4,Current
318,2001,5,1.0,1.0,SF_5_2001_3,Current
319,1990,11,0.0,0.0,MIHB_11_1990_26,Current
319,1995,12,1.0,1.0,LA_12_1995_38,Current
320,1989,6,1.0,1.0,LA_6_1989_11,Current
320,1993,9,1.0,1.0,DMNB_9_1993_10,Current
321,1998,2,1.0,1.0,LA_2_1998_30,Current
321,1999,3,0.0,0.0,SF_3_1999_8,Current
322,1997,10,1.0,1.0,SF_10_1997_4,Current
322,2006,7,1.0,1.0,SF_7_2006_7,Current
323,1994,1,1.0,1.0,NYT_1_1994_2,Current
323,1996,6,1.0,1.0,SF_6_1996_3,Current
324,2003,11,0.0,0.0,LA_11_2003_20,Current
324,2006,3,0.0,0.0,SF_3_2006_5,Current
325,1996,9,1.0,1.0,SF_9_1996_6,Current
325,2005,5,1.0,1.0,SF_5_2005_2,Current
326,1998,8,1.0,1.0,SF_8_1998_1,Current
326,2006,6,1.0,1.0,NYT_6_2006_26,Current
327,1994,9,0.0,0.0,LA_9_1994_37,Current
327,2010,10,0.0,0.0,NYT_10_2010_58,Current
328,1995,12,0.0,0.0,MIHB_12_1995_6,Current
328,2002,1,0.0,0.0,NYT_1_2002_20,Current
329,1994,5,1.0,1.0,LA_5_1994_28,Current
329,2005,4,0.0,0.0,LA_4_2005_4,Current
330,1996,1,1.0,1.0,SF_1_1996_2,Current
330,2006,3,0.0,0.0,DMNB_3_2006_3,Current
331,2008,4,0.0,0.0,NYT_4_2008_10,Current
332,2003,7,1.0,1.0,LA_7_2003_1,Current
333,1990,6,1.0,1.0,LA_6_1990_14,Current
333,1992,5,0.0,0.0,LA_5_1992_55,Current
334,1991,10,1.0,1.0,LA_10_1991_24,Current
334,1994,9,0.0,0.0,MIHB_9_1994_9,Current
335,1987,10,1.0,1.0,LA_10_1987_6,Current
335,2007,3,1.0,1.0,LA_3_2007_16,Current
336,2010,8,0.0,0.0,NYT_8_2010_69,Current
336,2011,5,1.0,1.0,DMNB_5_2011_5,Current
337,1999,9,1.0,1.0,MIHB_9_1999_11,Current
337,2006,4,1.0,1.0,LA_4_2006_15,Current
338,1995,1,0.0,0.0,SF_1_1995_8,Current
338,1999,11,1.0,1.0,LA_11_1999_26,Current
339,1993,2,0.0,0.0,NYT_2_1993_4,Current
339,2006,1,0.0,0.0,SF_1_2006_1,Current
340,1986,1,0.0,0.0,MIHB_1_1986_16,Current
340,1989,9,0.0,0.0,LA_9_1989_14,Current
341,1993,4,1.0,1.0,MIHB_4_1993_6,Current
341,2005,3,0.0,0.0,SF_3_2005_7,Current
342,2003,10,1.0,1.0,MIHB_10_2003_3,Current
342,2012,1,1.0,1.0,SF_1_2012_1,Current
343,2001,7,0.0,0.0,DMNB_7_2001_7,Current
343,2005,4,1.0,1.0,NYT_4_2005_21,Current
344,1986,4,1.0,1.0,LA_4_1986_22,Current
345,1991,1,1.0,1.0,LA_1_1991_70,Current
345,1997,2,1.0,1.0,DMNB_2_1997_3,Current
346,1992,9,1.0,1.0,NYT_9_1992_2,Current
347,1999,7,0.0,0.0,SF_7_1999_5,Current
347,2007,7,1.0,1.0,LA_7_2007_1,Current
348,1987,11,1.0,1.0,LA_11_1987_1,Current
348,1998,6,0.0,0.0,LA_6_1998_27,Current
349,1995,12,1.0,1.0,NYT_12_1995_4,Current
350,1991,9,1.0,1.0,LA_9_1991_72,Current
350,2005,9,1.0,1.0,SF_9_2005_1,Current
351,2005,11,1.0,1.0,MIHB_11_2005_6,Current
352,2005,5,0.0,0.0,SF_5_2005_8,Current
353,1989,8,0.0,0.0,LA_8_1989_26,Current
353,2001,4,1.0,1.0,NYT_4_2001_6,Current
354,2000,2,1.0,1.0,SF_2_2000_1,Current
354,2002,7,0.0,0.0,MIHB_7_2002_6,Current
355,1986,9,0.0,0.0,LA_9_1986_19,Current
355,2009,5,1.0,1.0,MIHB_5_2009_3,Current
356,1988,9,1.0,1.0,NYT_9_1988_15,Current
356,2002,6,0.0,0.0,NYT_6_2002_9,Current
357,2007,9,0.0,0.0,NYT_9_2007_19,Current
357,2008,12,0.0,0.0,LA_12_2008_14,Current
358,1988,10,1.0,1.0,NYT_10_1988_4,Current
358,1991,7,1.0,1.0,LA_7_1991_3,Current
359,1993,6,1.0,1.0,MIHB_6_1993_10,Current
359,2000,6,0.0,0.0,LA_6_2000_12,Current
360,1993,9,1.0,1.0,NYT_9_1993_20,Current
360,1996,1,0.0,0.0,DMNB_1_1996_26,Current
361,2003,1,1.0,1.0,LA_1_2003_56,Current
361,2011,8,1.0,1.0,MIHB_8_2011_12,Current
362,1999,7,1.0,1.0,LA_7_1999_11,Current
362,2001,8,0.0,0.0,NYT_8_2001_13,Current
363,2007,5,1.0,1.0,NYT_5_2007_15,Current
363,2008,2,0.0,0.0,LA_2_2008_16,Current
364,2011,11,1.0,1.0,SF_11_2011_4,Current
365,2003,11,0.0,0.0,LA_11_2003_6,Current
366,2009,11,1.0,1.0,LA_11_2009_1,Current
367,1989,3,0.0,0.0,MIHB_3_1989_12,Current
367,2011,8,0.0,0.0,SF_8_2011_24,Current
368,1998,9,0.0,0.0,NYT_9_1998_1,Current
368,2009,11,0.0,0.0,MIHB_11_2009_2,Current
369,2010,3,0.0,0.0,NYT_3_2010_26,Current
370,1998,12,0.0,0.0,SF_12_1998_2,Current
370,2006,12,1.0,1.0,DMNB_12_2006_5,Current
371,1996,7,0.0,0.0,DMNB_7_1996_3,Current
372,1992,8,0.0,0.0,NYT_8_1992_5,Current
372,2007,5,1.0,1.0,LA_5_2007_7,Current
373,1988,8,0.0,0.0,LA_8_1988_3,Current
373,1999,9,0.0,0.0,DMNB_9_1999_17,Current
374,1993,7,1.0,1.0,LA_7_1993_6,Current
374,2008,6,0.0,0.0,SF_6_2008_8,Current
375,1996,4,0.0,0.0,MIHB_4_1996_14,Current
375,1998,10,1.0,1.0,LA_10_1998_44,Current
376,1992,2,1.0,1.0,NYT_2_1992_40,Current
376,2009,12,0.0,0.0,DMNB_12_2009_8,Current
377,1991,4,0.0,0.0,MIHB_4_1991_10,Current
377,1994,7,1.0,1.0,LA_7_1994_27,Current
378,1991,5,0.0,0.0,NYT_5_1991_19,Current
378,2003,7,0.0,0.0,SF_7_2003_10,Current
379,1997,9,1.0,1.0,DMNB_9_1997_6,Current
379,2006,9,1.0,1.0,NYT_9_2006_18,Current
380,2000,6,1.0,1.0,SF_6_2000_11,Current
380,2009,8,0.0,0.0,MIHB_8_2009_13,Current
381,1994,3,1.0,1.0,NYT_3_1994_28,Current
381,2006,4,1.0,1.0,SF_4_2006_3,Current
382,1990,4,1.0,1.0,NYT_4_1990_18,Current
382,2008,2,0.0,0.0,SF_2_2008_8,Current
383,2000,7,1.0,1.0,DMNB_7_2000_17,Current
383,2000,9,1.0,1.0,SF_9_2000_7,Current
384,1999,6,1.0,1.0,NYT_6_1999_10,Current
384,2002,7,0.0,0.0,LA_7_2002_43,Current
385,1990,12,1.0,1.0,MIHB_12_1990_25,Current
385,2004,11,0.0,0.0,NYT_11_2004_25,Current
386,2005,9,1.0,1.0,LA_9_2005_10,Current
387,2002,9,0.0,0.0,SF_9_2002_11,Current
387,2006,10,1.0,1.0,SF_10_2006_5,Current
388,1998,5,1.0,1.0,MIHB_5_1998_4,Current
388,1999,1,0.0,0.0,SF_1_1999_4,Current
389,1995,12,0.0,0.0,SF_12_1995_3,Current
389,1999,4,0.0,0.0,DMNB_4_1999_11,Current
390,2003,1,0.0,0.0,SF_1_2003_16,Current
390,2010,11,1.0,1.0,NYT_11_2010_34,Current
391,1999,8,1.0,1.0,SF_8_1999_2,Current
391,2009,11,1.0,1.0,DMNB_11_2009_9,Current
392,1990,5,0.0,0.0,MIHB_5_1990_10,Current
392,1996,11,1.0,1.0,LA_11_1996_3,Current
393,1991,3,0.0,0.0,NYT_3_1991_20,Current
393,2001,12,0.0,0.0,SF_12_2001_8,Current
394,1998,11,0.0,0.0,DMNB_11_1998_8,Current
395,1993,10,1.0,1.0,NYT_10_1993_19,Current
395,2000,6,0.0,0.0,NYT_6_2000_20,Current
396,1995,8,0.0,0.0,DMNB_8_1995_6,Current
396,2012,2,1.0,1.0,LA_2_2012_24,Current
397,1988,11,1.0,1.0,LA_11_1988_10,Current
397,2003,1,1.0,1.0,SF_1_2003_6,Current
398,2002,11,0.0,0.0,LA_11_2002_12,Current
398,2010,12,1.0,1.0,NYT_12_2010_28,Current
399,1993,7,0.0,0.0,NYT_7_1993_26,Current
399,2008,4,0.0,0.0,LA_4_2008_20,Current
400,1986,4,0.0,0.0,MIHB_4_1986_7,Current
400,2006,7,0.0,0.0,LA_7_2006_11,Current
401,2000,8,0.0,0.0,LA_8_2000_19,Current
401,2000,8,0.0,0.0,NYT_8_2000_11,Current
402,2001,3,0.0,0.0,SF_3_2001_16,Current
402,2012,1,0.0,0.0,NYT_1_2012_17,Current
403,1997,1,0.0,0.0,SF_1_1997_3,Current
403,2007,3,0.0,0.0,MIHB_3_2007_7,Current
404,1998,12,1.0,1.0,NYT_12_1998_21,Current
404,2006,11,1.0,1.0,SF_11_2006_9,Current
405,2003,2,0.0,0.0,SF_2_2003_13,Current
405,2004,9,1.0,1.0,NYT_9_2004_3,Current
406,2000,7,0.0,0.0,LA_7_2000_6,Current
406,2006,12,0.0,0.0,SF_12_2006_4,Current
407,1996,12,1.0,1.0,LA_12_1996_21,Current
407,2004,2,0.0,0.0,SF_2_2004_12,Current
408,2002,7,1.0,1.0,NYT_7_2002_3,Current
408,2007,11,0.0,0.0,LA_11_2007_23,Current
409,1992,1,1.0,1.0,MIHB_1_1992_5,Current
409,1993,6,1.0,1.0,NYT_6_1993_19,Current
410,2005,3,1.0,1.0,DMNB_3_2005_3,Current
410,2009,2,1.0,1.0,SF_2_2009_22,Current
411,1989,5,1.0,1.0,NYT_5_1989_22,Current
411,1993,12,1.0,1.0,LA_12_1993_28,Current
412,1999,10,1.0,1.0,SF_10_1999_1,Current
413,2000,5,0.0,0.0,LA_5_2000_24,Current
413,2002,11,1.0,1.0,LA_11_2002_39,Current
414,1997,11,0.0,0.0,DMNB_11_1997_9,Current
414,2010,9,1.0,1.0,SF_9_2010_12,Current
415,1994,12,0.0,0.0,DMNB_12_1994_7,Current
415,2002,1,0.0,0.0,LA_1_2002_29,Current
416,1997,4,1.0,1.0,LA_4_1997_30,Current
416,2001,4,1.0,1.0,SF_4_2001_22,Current
417,1993,2,0.0,0.0,LA_2_1993_20,Current
417,2011,5,0.0,0.0,NYT_5_2011_39,Current
418,1997,1,1.0,1.0,SF_1_1997_1,Current
418,2007,1,0.0,0.0,LA_1_2007_9,Current
419,1994,4,1.0,1.0,LA_4_1994_5,Current
419,2005,6,1.0,1.0,DMNB_6_2005_3,Current
420,1986,11,0.0,0.0,LA_11_1986_18,Current
420,1998,11,1.0,1.0,SF_11_1998_2,Current
421,1985,3,0.0,0.0,LA_3_1985_7,Current
421,2007,3,1.0,1.0,SF_3_2007_8,Current
422,1995,9,0.0,0.0,DMNB_9_1995_2,Current
422,1998,7,1.0,1.0,LA_7_1998_54,Current
423,2007,4,0.0,0.0,SF_4_2007_4,Current
423,2008,8,1.0,1.0,SF_8_2008_8,Current
424,1997,7,0.0,0.0,SF_7_1997_1,Current
424,2001,12,1.0,1.0,DMNB_12_2001_8,Current
425,1992,6,1.0,1.0,LA_6_1992_1,Current
425,2000,11,0.0,0.0,LA_11_2000_14,Current
426,2004,1,1.0,1.0,LA_1_2004_11,Current
426,2005,4,0.0,0.0,DMNB_4_2005_10,Current
427,1988,4,1.0,1.0,NYT_4_1988_31,Current
427,1996,3,0.0,0.0,SF_3_1996_1,Current
428,2003,3,0.0,0.0,SF_3_2003_41,Current
428,2010,10,1.0,1.0,MIHB_10_2010_19,Current
429,1988,5,1.0,1.0,NYT_5_1988_17,Current
429,1996,12,0.0,0.0,DMNB_12_1996_7,Current
430,1995,4,0.0,0.0,DMNB_4_1995_20,Current
430,1999,2,0.0,0.0,LA_2_1999_12,Current
431,1999,5,1.0,1.0,SF_5_1999_1,Current
431,2009,9,1.0,1.0,NYT_9_2009_1,Current
432,1997,5,0.0,0.0,NYT_5_1997_9,Current
432,2007,8,0.0,0.0,MIHB_8_2007_7,Current
433,2004,8,0.0,0.0,LA_8_2004_27,Current
433,2005,6,1.0,1.0,LA_6_2005_30,Current
434,2001,11,0.0,0.0,LA_11_2001_56,Current
434,2005,11,0.0,0.0,SF_11_2005_8,Current
435,2004,4,1.0,1.0,NYT_4_2004_26,Current
435,2009,4,0.0,0.0,SF_4_2009_10,Current
436,2000,4,1.0,1.0,NYT_4_2000_7,Current
436,2010,7,0.0,0.0,SF_7_2010_5,Current
437,2000,1,0.0,0.0,DMNB_1_2000_7,Current
437,2008,10,0.0,0.0,NYT_10_2008_53,Current
438,1997,2,0.0,0.0,NYT_2_1997_22,Current
438,2004,3,0.0,0.0,MIHB_3_2004_4,Current
439,1995,12,0.0,0.0,SF_12_1995_6,Current
439,1996,10,1.0,1.0,LA_10_1996_6,Current
440,1998,11,1.0,1.0,LA_11_1998_37,Current
440,2005,11,1.0,1.0,DMNB_11_2005_6,Current
441,1993,6,1.0,1.0,LA_6_1993_41,Current
441,2005,1,1.0,1.0,NYT_1_2005_5,Current
442,1995,3,0.0,0.0,LA_3_1995_14,Current
442,2011,1,1.0,1.0,LA_1_2011_19,Current
443,1999,2,0.0,0.0,LA_2_1999_1,Current
444,1998,3,0.0,0.0,LA_3_1998_21,Current
444,2008,7,1.0,1.0,NYT_7_2008_8,Current
445,1995,2,1.0,1.0,NYT_2_1995_22,Current
445,2009,1,0.0,0.0,NYT_1_2009_32,Current
446,1992,2,0.0,0.0,MIHB_2_1992_12,Current
446,2005,7,1.0,1.0,NYT_7_2005_18,Current
447,1996,8,1.0,1.0,SF_8_1996_1,Current
447,2005,2,1.0,1.0,SF_2_2005_5,Current
448,1987,3,0.0,0.0,NYT_3_1987_29,Current
448,2000,8,0.0,0.0,SF_8_2000_2,Current
449,1988,1,1.0,1.0,NYT_1_1988_23,Current
449,2003,10,0.0,0.0,LA_10_2003_17,Current
450,2007,5,1.0,1.0,DMNB_5_2007_3,Current
450,2008,1,1.0,1.0,SF_1_2008_17,Current
451,1991,10,1.0,1.0,MIHB_10_1991_7,Current
451,2007,6,0.0,0.0,NYT_6_2007_8,Current
452,1992,4,0.0,0.0,NYT_4_1992_8,Current
452,1998,9,0.0,0.0,MIHB_9_1998_7,Current
453,1991,2,0.0,0.0,LA_2_1991_45,Current
453,2008,1,1.0,1.0,NYT_1_2008_14,Current
454,2007,10,0.0,0.0,SF_10_2007_1,Current
454,2010,4,1.0,1.0,LA_4_2010_16,Current
455,1994,8,1.0,1.0,LA_8_1994_14,Current
455,1994,12,1.0,1.0,LA_12_1994_6,Current
456,2005,2,1.0,1.0,LA_2_2005_20,Current
456,2008,1,1.0,1.0,SF_1_2008_16,Current
457,1998,4,1.0,1.0,MIHB_4_1998_9,Current
457,2002,3,0.0,0.0,SF_3_2002_14,Current
458,1988,3,1.0,1.0,LA_3_1988_15,Current
458,2002,7,0.0,0.0,SF_7_2002_12,Current
459,2000,1,0.0,0.0,SF_1_2000_4,Current
459,2004,7,0.0,0.0,SF_7_2004_10,Current
460,1995,6,1.0,1.0,NYT_6_1995_18,Current
460,2003,10,0.0,0.0,SF_10_2003_7,Current
461,1990,10,0.0,0.0,NYT_10_1990_51,Current
461,2008,7,1.0,1.0,NYT_7_2008_8,Current
462,2007,5,0.0,0.0,NYT_5_2007_16,Current
462,2007,7,1.0,1.0,SF_7_2007_3,Current
463,1996,12,1.0,1.0,SF_12_1996_3,Current
463,2006,9,0.0,0.0,SF_9_2006_4,Current
464,1988,12,1.0,1.0,NYT_12_1988_5,Current
464,1993,8,1.0,1.0,MIHB_8_1993_2,Current
465,1991,3,0.0,0.0,LA_3_1991_51,Current
465,2010,2,1.0,1.0,LA_2_2010_4,Current
466,1985,4,1.0,1.0,NYT_4_1985_27,Current
466,1999,6,1.0,1.0,SF_6_1999_2,Current
467,1991,10,0.0,0.0,LA_10_1991_49,Current
467,2005,7,1.0,1.0,SF_7_2005_6,Current
468,1989,5,0.0,0.0,LA_5_1989_24,Current
468,1998,6,0.0,0.0,SF_6_1998_1,Current
469,1995,7,1.0,1.0,SF_7_1995_1,Current
469,2007,10,1.0,1.0,MIHB_10_2007_14,Current
470,2005,6,1.0,1.0,NYT_6_2005_17,Current
471,2008,8,0.0,0.0,NYT_8_2008_17,Current
471,2009,5,0.0,0.0,DMNB_5_2009_6,Current
472,1989,12,1.0,1.0,NYT_12_1989_7,Current
472,2011,7,0.0,0.0,DMNB_7_2011_4,Current
473,1998,3,1.0,1.0,LA_3_1998_27,Current
474,1995,7,1.0,1.0,LA_7_1995_4,Current
474,2004,3,0.0,0.0,SF_3_2004_4,Current
476,1999,12,1.0,1.0,SF_12_1999_2,Current
476,2001,1,0.0,0.0,LA_1_2001_8,Current
477,2008,1,0.0,0.0,MIHB_1_2008_39,Current
477,2011,8,1.0,1.0,LA_8_2011_6,Current
478,1997,9,0.0,0.0,SF_9_1997_2,Current
478,2011,12,0.0,0.0,SF_12_2011_18,Current
479,1998,2,0.0,0.0,SF_2_1998_3,Current
479,2011,8,1.0,1.0,NYT_8_2011_81,Current
480,2009,9,0.0,0.0,MIHB_9_2009_12,Current
480,2010,6,0.0,0.0,SF_6_2010_1,Current
481,2006,5,1.0,1.0,LA_5_2006_1,Current
482,1994,1,1.0,1.0,LA_1_1994_26,Current
482,2002,2,0.0,0.0,LA_2_2002_30,Current
483,1994,7,1.0,1.0,DMNB_7_1994_10,Current
483,1997,10,1.0,1.0,NYT_10_1997_25,Current
484,1996,5,0.0,0.0,SF_5_1996_2,Current
484,2001,9,0.0,0.0,SF_9_2001_42,Current
485,1999,8,1.0,1.0,LA_8_1999_3,Current
485,2007,1,0.0,0.0,DMNB_1_2007_7,Current
486,2007,12,0.0,0.0,NYT_12_2007_14,Current
486,2011,1,0.0,0.0,LA_1_2011_4,Current
487,1989,4,0.0,0.0,LA_4_1989_2,Current
488,1997,3,0.0,0.0,NYT_3_1997_16,Current
488,2008,2,1.0,1.0,NYT_2_2008_30,Current
489,1988,10,1.0,1.0,NYT_10_1988_13,Current
489,1998,4,1.0,1.0,SF_4_1998_2,Current
490,1991,10,0.0,0.0,NYT_10_1991_30,Current
490,2010,4,0.0,0.0,SF_4_2010_1,Current
491,1989,2,1.0,1.0,NYT_2_1989_9,Current
491,2007,8,1.0,1.0,SF_8_2007_1,Current
492,2003,6,0.0,0.0,NYT_6_2003_23,Current
492,2010,4,0.0,0.0,NYT_4_2010_43,Current
493,1992,2,1.0,1.0,LA_2_1992_38,Current
493,1996,11,1.0,1.0,DMNB_11_1996_18,Current
494,2001,5,0.0,0.0,NYT_5_2001_6,Current
494,2005,5,0.0,0.0,LA_5_2005_6,Current
495,1985,10,0.0,0.0,LA_10_1985_27,Current
495,2009,5,1.0,1.0,SF_5_2009_13,Current
496,2001,10,1.0,1.0,NYT_10_2001_68,Current
497,2000,5,1.0,1.0,NYT_5_2000_11,Current
497,2011,2,1.0,1.0,MIHB_2_2011_2,Current
498,1994,11,1.0,1.0,NYT_11_1994_11,Current
498,1995,2,0.0,0.0,SF_2_1995_8,Current
499,2008,4,0.0,0.0,NYT_4_2008_31,Current
499,2011,3,0.0,0.0,NYT_3_2011_50,Current
500,1997,6,1.0,1.0,LA_6_1997_7,Current
500,2008,8,0.0,0.0,NYT_8_2008_35,Current
501,1994,5,0.0,0.0,LA_5_1994_13,Current
501,1994,12,1.0,1.0,LA_12_1994_73,Current
502,1998,8,0.0,0.0,LA_8_1998_10,Current
503,2010,3,0.0,0.0,SF_3_2010_1,Current
504,2004,1,0.0,0.0,LA_1_2004_5,Current
504,2006,7,0.0,0.0,SF_7_2006_6,Current
505,1990,12,0.0,0.0,NYT_12_1990_28,Current
505,2009,10,0.0,0.0,LA_10_2009_5,Current
506,1996,8,0.0,0.0,MIHB_8_1996_4,Current
506,2008,5,1.0,1.0,LA_5_2008_8,Current
507,1995,10,1.0,1.0,NYT_10_1995_9,Current
507,2008,8,0.0,0.0,SF_8_2008_2,Current
508,2008,4,0.0,0.0,LA_4_2008_8,Current
508,2011,3,0.0,0.0,LA_3_2011_14,Current
509,1996,4,1.0,1.0,NYT_4_1996_8,Current
509,2009,7,1.0,1.0,SF_7_2009_10,Current
510,1988,9,0.0,0.0,MIHB_9_1988_5,Current
510,2007,9,0.0,0.0,SF_9_2007_4,Current
511,2000,8,0.0,0.0,NYT_8_2000_10,Current
511,2010,7,0.0,0.0,NYT_7_2010_32,Current
512,2005,7,1.0,1.0,NYT_7_2005_3,Current
512,2009,11,0.0,0.0,NYT_11_2009_19,Current
513,1998,3,0.0,0.0,DMNB_3_1998_17,Current
513,2003,4,1.0,1.0,SF_4_2003_13,Current
514,1994,9,1.0,1.0,NYT_9_1994_21,Current
515,1997,3,0.0,0.0,LA_3_1997_15,Current
515,2003,11,1.0,1.0,MIHB_11_2003_10,Current
516,1998,8,1.0,1.0,NYT_8_1998_6,Current
516,2010,8,1.0,1.0,DMNB_8_2010_3,Current
517,1998,6,0.0,0.0,DMNB_6_1998_7,Current
517,2006,12,0.0,0.0,NYT_12_2006_18,Current
518,1993,4,0.0,0.0,DMNB_4_1993_18,Current
518,2002,11,1.0,1.0,SF_11_2002_4,Current
519,1993,9,1.0,1.0,LA_9_1993_15,Current
519,2000,5,0.0,0.0,DMNB_5_2000_2,Current
520,2006,4,1.0,1.0,LA_4_2006_8,Current
520,2011,10,1.0,1.0,SF_10_2011_3,Current
521,1995,3,0.0,0.0,DMNB_3_1995_4,Current
521,1995,7,1.0,1.0,LA_7_1995_12,Current
