ID,text,sentiment,text_clean,label
130_2,The Federal Reserve will provide reserves as necessary through open market operations to promote trading in the federal funds market at rates close to the Federal Open Market Committee's target rate of 5-1/4 percent,dovish,the federal reserve will provide reserves as necessary through open market operations to promote trading in the federal funds market at rates close to the federal open market committee's target rate of - percent,0
95_9,"Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability",hawkish,nonetheless the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability,1
148_0,"Information received since the Federal Open Market Committee met in March suggests that economic activity has continued to strengthen and that the labor market is beginning to improve. Growth in household spending has picked up recently but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit. Business spending on equipment and software has risen significantly; however, investment in nonresidential structures is declining and employers remain reluctant to add to payrolls. Housing starts have edged up but remain at a depressed level. While bank lending continues to contract, financial market conditions remain supportive of economic growth. Although the pace of economic recovery is likely to be moderate for a time, the Committee anticipates a gradual return to higher levels of resource utilization in a context of price stability. With substantial resource slack continuing to restrain cost pressures and longer-term inflation expectations stable, inflation is likely to be subdued for some time. The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels of the federal funds rate for an extended period. The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability. In light of improved functioning of financial markets, the Federal Reserve has closed all but one of the special liquidity facilities that it created to support markets during the crisis. The only remaining such program, the Term Asset-Backed Securities Loan Facility, is scheduled to close on June 30 for loans backed by new-issue commercial mortgage-backed securities; it closed on March 31 for loans backed by all other types of collateral.",dovish,information received since the federal open market committee met in march suggests that economic activity has continued to strengthen and that the labor market is beginning to improve growth in household spending has picked up recently but remains constrained by high unemployment modest income growth lower housing wealth and tight credit business spending on equipment and software has risen significantly however investment in nonresidential structures is declining and employers remain reluctant to add to payrolls housing starts have edged up but remain at a depressed level while bank lending continues to contract financial market conditions remain supportive of economic growth although the pace of economic recovery is likely to be moderate for a time the committee anticipates a gradual return to higher levels of resource utilization in a context of price stability with substantial resource slack continuing to restrain cost pressures and longer-term inflation expectations stable inflation is likely to be subdued for some time the committee will maintain the target range for the federal funds rate at to percent and continues to anticipate that economic conditions including low rates of resource utilization subdued inflation trends and stable inflation expectations are likely to warrant exceptionally low levels of the federal funds rate for an extended period the committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability in light of improved functioning of financial markets the federal reserve has closed all but one of the special liquidity facilities that it created to support markets during the crisis the only remaining such program the term asset-backed securities loan facility is scheduled to close on june for loans backed by new-issue commercial mortgage-backed securities it closed on march for loans backed by all other types of collateral ,0
3_0,The Federal Open Market Committee today voted to raise its target for the federal funds rate 25 basis points to 5 percent,hawkish,the federal open market committee today voted to raise its target for the federal funds rate basis points to percent,1
16_2,The Board also indicated that it stands ready to approve a further reduction of 25 basis points in the discount rate to 5-1/2 percent on the requests of Federal Reserve Banks,dovish,the board also indicated that it stands ready to approve a further reduction of basis points in the discount rate to - percent on the requests of federal reserve banks,0
20_6,"This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, continues to weigh on the economy",dovish,this potential restraint together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad continues to weigh on the economy,0
145_15,The Federal Reserve will also be working with its central bank counterparties to close its temporary liquidity swap arrangements by February 1,neutral,the federal reserve will also be working with its central bank counterparties to close its temporary liquidity swap arrangements by february ,2
124_0,"The Federal Open Market Committee decided today to lower its target for the federal funds rate 50 basis points to 1 percent. The pace of economic activity appears to have slowed markedly, owing importantly to a decline in consumer expenditures. Business equipment spending and industrial production have weakened in recent months, and slowing economic activity in many foreign economies is damping the prospects for US exports. Moreover, the intensification of financial market turmoil is likely to exert additional restraint on spending, partly by further reducing the ability of households and businesses to obtain credit. In light of the declines in the prices of energy and other commodities and the weaker prospects for economic activity, the Committee expects inflation to moderate in coming quarters to levels consistent with price stability. Recent policy actions, including todayâs rate reduction, coordinated interest rate cuts by central banks, extraordinary liquidity measures, and official steps to strengthen financial systems, should help over time to improve credit conditions and promote a return to moderate economic growth. Nevertheless, downside risks to growth remain. The Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability.",dovish,the federal open market committee decided today to lower its target for the federal funds rate basis points to percent the pace of economic activity appears to have slowed markedly owing importantly to a decline in consumer expenditures business equipment spending and industrial production have weakened in recent months and slowing economic activity in many foreign economies is damping the prospects for us exports moreover the intensification of financial market turmoil is likely to exert additional restraint on spending partly by further reducing the ability of households and businesses to obtain credit in light of the declines in the prices of energy and other commodities and the weaker prospects for economic activity the committee expects inflation to moderate in coming quarters to levels consistent with price stability recent policy actions including todayâs rate reduction coordinated interest rate cuts by central banks extraordinary liquidity measures and official steps to strengthen financial systems should help over time to improve credit conditions and promote a return to moderate economic growth nevertheless downside risks to growth remain the committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability ,0
159_6,The Committee will need to evaluate additional information on the balance of aggregate supply and demand and conditions in financial markets,neutral,the committee will need to evaluate additional information on the balance of aggregate supply and demand and conditions in financial markets,2
3_4,"Labor markets have continued to tighten over recent quarters, but strengthening productivity growth has contained inflationary pressures",neutral,labor markets have continued to tighten over recent quarters but strengthening productivity growth has contained inflationary pressures,2
145_8,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels of the federal funds rate for an extended period",dovish,the committee will maintain the target range for the federal funds rate at to percent and continues to anticipate that economic conditions including low rates of resource utilization subdued inflation trends and stable inflation expectations are likely to warrant exceptionally low levels of the federal funds rate for an extended period,0
154_10,"To promote a stronger pace of economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate, the Committee decided today to continue expanding its holdings of securities as announced in November",dovish,to promote a stronger pace of economic recovery and to help ensure that inflation over time is at levels consistent with its mandate the committee decided today to continue expanding its holdings of securities as announced in november,0
136_2,Strains in financial markets have increased significantly and labor markets have weakened further,dovish,strains in financial markets have increased significantly and labor markets have weakened further,0
29_1,The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent,neutral,the federal open market committee decided today to keep its target for the federal funds rate unchanged at percent,2
109_5,The Committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance,hawkish,the committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance,1
137_0,"The Federal Open Market Committee decided today to establish a target range for the federal funds rate of 0 to 1/4 percent.  Since the Committee's last meeting, labor market conditions have deteriorated, and the available data indicate that consumer spending, business investment, and industrial production have declined.  Financial markets remain quite strained and credit conditions tight.  Overall, the outlook for economic activity has weakened further. Meanwhile, inflationary pressures have diminished appreciably.  In light of the declines in the prices of energy and other commodities and the weaker prospects for economic activity, the Committee expects inflation to moderate further in coming quarters. The Federal Reserve will employ all available tools to promote the resumption of sustainable economic growth and to preserve price stability.  In particular, the Committee anticipates that weak economic conditions are likely to warrant exceptionally low levels of the federal funds rate for some time.  The focus of the Committee's policy going forward will be to support the functioning of financial markets and stimulate the economy through open market operations and other measures that sustain the size of the Federal Reserve's balance sheet at a high level.  As previously announced, over the next few quarters the Federal Reserve will purchase large quantities of agency debt and mortgage-backed securities to provide support to the mortgage and housing markets, and it stands ready to expand its purchases of agency debt and mortgage-backed securities as conditions warrant.  The Committee is also evaluating the potential benefits of purchasing longer-term Treasury securities.  Early next year, the Federal Reserve will also implement the Term Asset-Backed Securities Loan Facility to facilitate the extension of credit to households and small businesses.  The Federal Reserve will continue to consider ways of using its balance sheet to further support credit markets and economic activity.",dovish,the federal open market committee decided today to establish a target range for the federal funds rate of to percent since the committee's last meeting labor market conditions have deteriorated and the available data indicate that consumer spending business investment and industrial production have declined financial markets remain quite strained and credit conditions tight overall the outlook for economic activity has weakened further meanwhile inflationary pressures have diminished appreciably in light of the declines in the prices of energy and other commodities and the weaker prospects for economic activity the committee expects inflation to moderate further in coming quarters the federal reserve will employ all available tools to promote the resumption of sustainable economic growth and to preserve price stability in particular the committee anticipates that weak economic conditions are likely to warrant exceptionally low levels of the federal funds rate for some time the focus of the committee's policy going forward will be to support the functioning of financial markets and stimulate the economy through open market operations and other measures that sustain the size of the federal reserve's balance sheet at a high level as previously announced over the next few quarters the federal reserve will purchase large quantities of agency debt and mortgage-backed securities to provide support to the mortgage and housing markets and it stands ready to expand its purchases of agency debt and mortgage-backed securities as conditions warrant the committee is also evaluating the potential benefits of purchasing longer-term treasury securities early next year the federal reserve will also implement the term asset-backed securities loan facility to facilitate the extension of credit to households and small businesses the federal reserve will continue to consider ways of using its balance sheet to further support credit markets and economic activity ,0
91_0,Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to increase slightly the degree of pressure on reserve positions,hawkish,chairman alan greenspan announced today that the federal open market committee decided to increase slightly the degree of pressure on reserve positions,1
78_6,"With inflationary expectations subdued, the Committee judged that a slightly more expansive monetary policy would add further support for an economy which it expects to improve over time",dovish,with inflationary expectations subdued the committee judged that a slightly more expansive monetary policy would add further support for an economy which it expects to improve over time,0
150_11,The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability,neutral,the committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability,2
123_1,"Throughout the current financial crisis, central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets",dovish,throughout the current financial crisis central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets,0
56_4,"Moreover, inflation pressures remain contained",neutral,moreover inflation pressures remain contained,2
30_2,The softening in the growth of aggregate demand that emerged this spring has been prolonged in large measure by weakness in financial markets and heightened uncertainty related to problems in corporate reporting and governance,dovish,the softening in the growth of aggregate demand that emerged this spring has been prolonged in large measure by weakness in financial markets and heightened uncertainty related to problems in corporate reporting and governance,0
21_0,The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-3/4 percent,dovish,the federal open market committee at its meeting today decided to lower its target for the federal funds rate by basis points to - percent,0
136_4,"Tight credit conditions, the ongoing housing contraction, and some slowing in export growth are likely to weigh on economic growth over the next few quarters",dovish,tight credit conditions the ongoing housing contraction and some slowing in export growth are likely to weigh on economic growth over the next few quarters,0
61_0,The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-3/4 percent,dovish,the federal open market committee at its meeting today decided to lower its target for the federal funds rate by basis points to - percent,0
80_5,The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal,neutral,the committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal,2
15_4,"Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee consequently believes that the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future",dovish,against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available the committee consequently believes that the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future,0
13_5,The subdued behavior of those expectations so far has contributed importantly to maintaining an environment conducive to maximum sustainable growth,neutral,the subdued behavior of those expectations so far has contributed importantly to maintaining an environment conducive to maximum sustainable growth,2
115_4,"Readings on core inflation have been elevated, and the high level of resource utilization has the potential to sustain inflation pressures",hawkish,readings on core inflation have been elevated and the high level of resource utilization has the potential to sustain inflation pressures,1
53_4,"Moreover, the increase in energy prices, though having limited effect on core measures of prices to date, poses a risk of raising inflation expectations",hawkish,moreover the increase in energy prices though having limited effect on core measures of prices to date poses a risk of raising inflation expectations,1
6_0,The Federal Open Market Committee today voted to raise its target for the federal funds rate by 25 basis points to 5-1/2 percent,hawkish,the federal open market committee today voted to raise its target for the federal funds rate by basis points to - percent,1
86_1,The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-1/4 percent,hawkish,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent,1
57_1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 5 percent",dovish,in a related action the board of governors approved a basis point reduction in the discount rate to percent,0
154_1,"Information received since the Federal Open Market Committee met in November confirms that the economic recovery is continuing, though at a rate that has been insufficient to bring down unemployment",dovish,information received since the federal open market committee met in november confirms that the economic recovery is continuing though at a rate that has been insufficient to bring down unemployment,0
120_3,Growth in consumer spending has slowed and labor markets have softened,dovish,growth in consumer spending has slowed and labor markets have softened,0
130_0,"The Federal Reserve is providing liquidity to facilitate the orderly functioning of financial markets. The Federal Reserve will provide reserves as necessary through open market operations to promote trading in the federal funds market at rates close to the Federal Open Market Committee's target rate of 5-1/4 percent. In current circumstances, depository institutions may experience unusual funding needs because of dislocations in money and credit markets. As always, the discount window is available as a source of funding.",dovish,the federal reserve is providing liquidity to facilitate the orderly functioning of financial markets the federal reserve will provide reserves as necessary through open market operations to promote trading in the federal funds market at rates close to the federal open market committee's target rate of - percent in current circumstances depository institutions may experience unusual funding needs because of dislocations in money and credit markets as always the discount window is available as a source of funding ,0
17_4,"In response, manufacturing production has been cut back sharply, with new technologies appearing to have accelerated the response of production and demand to potential excesses in the stock of inventories and capital equipment",dovish,in response manufacturing production has been cut back sharply with new technologies appearing to have accelerated the response of production and demand to potential excesses in the stock of inventories and capital equipment,0
12_3,"Nonetheless, the Committee remains concerned about the risk of a continuing gap between the growth of demand and potential supply at a time when the utilization of the pool of available workers remains at an unusually high level",hawkish,nonetheless the committee remains concerned about the risk of a continuing gap between the growth of demand and potential supply at a time when the utilization of the pool of available workers remains at an unusually high level,1
127_7,"Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information",neutral,future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth as implied by incoming information,2
111_5,"Still, possible increases in resource utilization, in combination with the elevated prices of energy and other commodities, have the potential to add to inflation pressures",hawkish,still possible increases in resource utilization in combination with the elevated prices of energy and other commodities have the potential to add to inflation pressures,1
130_4,"As always, the discount window is available as a source of funding",neutral,as always the discount window is available as a source of funding,2
77_6,"In contrast, over the same period, the probability of an unwelcome substantial fall in inflation, though minor, exceeds that of a pickup in inflation from its already low level",neutral,in contrast over the same period the probability of an unwelcome substantial fall in inflation though minor exceeds that of a pickup in inflation from its already low level,2
51_3,"Nonetheless, signs that growth in demand is moving to a sustainable pace are still tentative and preliminary, and the utilization of the pool of available workers remains at an unusually high level",hawkish,nonetheless signs that growth in demand is moving to a sustainable pace are still tentative and preliminary and the utilization of the pool of available workers remains at an unusually high level,1
146_10,25 trillion of agency mortgage-backed securities and about $175 billion of agency debt,dovish, trillion of agency mortgage-backed securities and about billion of agency debt,0
24_2,The terrorist attacks have significantly heightened uncertainty in an economy that was already weak,dovish,the terrorist attacks have significantly heightened uncertainty in an economy that was already weak,0
64_3,Business and household spending as a consequence are being further damped,dovish,business and household spending as a consequence are being further damped,0
84_4,"Although job losses have slowed, new hiring has lagged",neutral,although job losses have slowed new hiring has lagged,2
154_7,"Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability",neutral,consistent with its statutory mandate the committee seeks to foster maximum employment and price stability,2
98_10,"With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured",neutral,with underlying inflation expected to be contained the committee believes that policy accommodation can be removed at a pace that is likely to be measured,2
46_6,"As a consequence, the directive the Federal Open Market Committee adopted is symmetrical with regard to the outlook for policy over the near term",neutral,as a consequence the directive the federal open market committee adopted is symmetrical with regard to the outlook for policy over the near term,2
13_3,"However, the utilization of the pool of available workers remains at an unusually high level",hawkish,however the utilization of the pool of available workers remains at an unusually high level,1
122_9,The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability,neutral,the committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability,2
12_1,Recent data have indicated that the expansion of aggregate demand is moderating toward a pace closer to the rate of growth of the economy's potential to produce,neutral,recent data have indicated that the expansion of aggregate demand is moderating toward a pace closer to the rate of growth of the economy's potential to produce,2
89_5,The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal,neutral,the committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal,2
6_2,"Although cost pressures appear generally contained, risks to sustainable growth persist",hawkish,although cost pressures appear generally contained risks to sustainable growth persist,1
64_2,The terrorist attacks have significantly heightened uncertainty in an economy that was already weak,dovish,the terrorist attacks have significantly heightened uncertainty in an economy that was already weak,0
119_9,"Auctions will be held on a weekly basis, beginning on March 27, 2008",neutral,auctions will be held on a weekly basis beginning on march ,2
24_5,"The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future",dovish,the committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future,0
123_6,"Accordingly, the Bank of Canada, the Bank of England, the European Central Bank, the Federal Reserve, Sveriges Riksbank, and the Swiss National Bank are today announcing reductions in policy interest rates",dovish,accordingly the bank of canada the bank of england the european central bank the federal reserve sveriges riksbank and the swiss national bank are today announcing reductions in policy interest rates,0
123_3,Inflation expectations are diminishing and remain anchored to price stability,neutral,inflation expectations are diminishing and remain anchored to price stability,2
136_5,"Over time, the substantial easing of monetary policy, combined with ongoing measures to foster market liquidity, should help to promote moderate economic growth",dovish,over time the substantial easing of monetary policy combined with ongoing measures to foster market liquidity should help to promote moderate economic growth,0
26_0,The Federal Open Market Committee decided today to lower its target for the federal funds rate by 25 basis points to 1-3/4 percent,dovish,the federal open market committee decided today to lower its target for the federal funds rate by basis points to - percent,0
39_1,The action was taken to cushion the effects on prospective economic growth in the United States of increasing weakness in foreign economies and of less accommodative financial conditions domestically,dovish,the action was taken to cushion the effects on prospective economic growth in the united states of increasing weakness in foreign economies and of less accommodative financial conditions domestically,0
118_6,"However, downside risks to growth remain",neutral,however downside risks to growth remain,2
151_5,Bank lending has continued to contract,dovish,bank lending has continued to contract,0
36_4,"The cumulative rise in energy and other costs has the potential to add to inflation pressures; however, core inflation has been relatively low in recent months and longer-term inflation expectations remain contained",hawkish,the cumulative rise in energy and other costs has the potential to add to inflation pressures however core inflation has been relatively low in recent months and longer-term inflation expectations remain contained,1
68_0,"The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-3/4 percent. The information that has become available since the last meeting of the Committee indicates that the economy, bolstered by a marked swing in inventory investment, is expanding at a significant pace. Nonetheless, the degree of the strengthening in final demand over coming quarters, an essential element in sustained economic expansion, is still uncertain. In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals. The Committee decided to include in its announcements following its meetings the roll call of the vote on the federal funds rate target, including the preferred policy choice of any dissenters. This action accelerates the release of this information, currently available in the Minutes with a lag. To conform to this new practice, the Board of Governors also decided to report in the written announcement the roll call of any vote on the discount rate, also including the preferred policy choice of any dissenters.",neutral,the federal open market committee decided today to keep its target for the federal funds rate unchanged at - percent the information that has become available since the last meeting of the committee indicates that the economy bolstered by a marked swing in inventory investment is expanding at a significant pace nonetheless the degree of the strengthening in final demand over coming quarters an essential element in sustained economic expansion is still uncertain in these circumstances although the stance of monetary policy is currently accommodative the committee believes that for the foreseeable future against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available the risks are balanced with respect to the prospects for both goals the committee decided to include in its announcements following its meetings the roll call of the vote on the federal funds rate target including the preferred policy choice of any dissenters this action accelerates the release of this information currently available in the minutes with a lag to conform to this new practice the board of governors also decided to report in the written announcement the roll call of any vote on the discount rate also including the preferred policy choice of any dissenters ,2
137_1,The Federal Open Market Committee decided today to establish a target range for the federal funds rate of 0 to 1/4 percent,dovish,the federal open market committee decided today to establish a target range for the federal funds rate of to percent,0
45_3,"In these circumstances, the Federal Open Market Committee will need to be especially alert in the months ahead to the potential for costs to increase significantly in excess of productivity in a manner that could contribute to inflation pressures and undermine the impressive performance of the economy",hawkish,in these circumstances the federal open market committee will need to be especially alert in the months ahead to the potential for costs to increase significantly in excess of productivity in a manner that could contribute to inflation pressures and undermine the impressive performance of the economy,1
123_10,Incoming economic data suggest that the pace of economic activity has slowed markedly in recent months,dovish,incoming economic data suggest that the pace of economic activity has slowed markedly in recent months,0
143_7,"In these circumstances, the Federal Reserve will continue to employ a wide range of tools to promote economic recovery and to preserve price stability",dovish,in these circumstances the federal reserve will continue to employ a wide range of tools to promote economic recovery and to preserve price stability,0
40_3,"Against this backdrop, further easing of the stance of monetary policy was judged to be warranted to sustain economic growth in the context of contained inflation",dovish,against this backdrop further easing of the stance of monetary policy was judged to be warranted to sustain economic growth in the context of contained inflation,0
6_3,"Despite tentative evidence of a slowing in certain interest-sensitive sectors of the economy and of accelerating productivity, the expansion of activity continues in excess of the economy's growth potential",hawkish,despite tentative evidence of a slowing in certain interest-sensitive sectors of the economy and of accelerating productivity the expansion of activity continues in excess of the economy's growth potential,1
98_0,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 3-3/4 percent. Output appeared poised to continue growing at a good pace before the tragic toll of Hurricane Katrina. The widespread devastation in the Gulf region, the associated dislocation of economic activity, and the boost to energy prices imply that spending, production, and employment will be set back in the near term. In addition to elevating premiums for some energy products, the disruption to the production and refining infrastructure may add to energy price volatility. While these unfortunate developments have increased uncertainty about near-term economic performance, it is the Committee's view that they do not pose a more persistent threat. Rather, monetary policy accommodation, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Higher energy and other costs have the potential to add to inflation pressures. However, core inflation has been relatively low in recent months and longer-term inflation expectations remain contained. The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.",hawkish,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent output appeared poised to continue growing at a good pace before the tragic toll of hurricane katrina the widespread devastation in the gulf region the associated dislocation of economic activity and the boost to energy prices imply that spending production and employment will be set back in the near term in addition to elevating premiums for some energy products the disruption to the production and refining infrastructure may add to energy price volatility while these unfortunate developments have increased uncertainty about near-term economic performance it is the committee's view that they do not pose a more persistent threat rather monetary policy accommodation coupled with robust underlying growth in productivity is providing ongoing support to economic activity higher energy and other costs have the potential to add to inflation pressures however core inflation has been relatively low in recent months and longer-term inflation expectations remain contained the committee perceives that with appropriate monetary policy action the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal with underlying inflation expected to be contained the committee believes that policy accommodation can be removed at a pace that is likely to be measured nonetheless the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability ,1
88_1,The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-3/4 percent,hawkish,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent,1
125_2,"Recent indicators have suggested somewhat firmer economic growth, and some tentative signs of stabilization have appeared in the housing market",neutral,recent indicators have suggested somewhat firmer economic growth and some tentative signs of stabilization have appeared in the housing market,2
5_2,"Nonetheless, the growth of demand has continued to outpace that of supply, as evidenced by a decreasing pool of available workers willing to take jobs",hawkish,nonetheless the growth of demand has continued to outpace that of supply as evidenced by a decreasing pool of available workers willing to take jobs,1
20_9,"The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future",dovish,the committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future,0
115_3,"Going forward, the economy seems likely to expand at a moderate pace",neutral,going forward the economy seems likely to expand at a moderate pace,2
143_14,The Federal Reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted,neutral,the federal reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted,2
146_4,Firms have brought inventory stocks into better alignment with sales,neutral,firms have brought inventory stocks into better alignment with sales,2
40_1,The federal funds rate is expected to fall 25 basis points from around 5-1/4 percent to around 5 percent,dovish,the federal funds rate is expected to fall basis points from around - percent to around percent,0
60_9,"The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future",dovish,the committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future,0
134_5,"Readings on core inflation have improved modestly this year, but elevated energy and commodity prices, among other factors, may put upward pressure on inflation",hawkish,readings on core inflation have improved modestly this year but elevated energy and commodity prices among other factors may put upward pressure on inflation,1
18_1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4-1/2 percent",dovish,in a related action the board of governors approved a basis point reduction in the discount rate to - percent,0
83_8,"With inflation quite low and resource use slack, the Committee believes that it can be patient in removing its policy accommodation",dovish,with inflation quite low and resource use slack the committee believes that it can be patient in removing its policy accommodation,0
121_5,"Although readings on core inflation have improved somewhat, energy and other commodity prices have increased, and some indicators of inflation expectations have risen in recent months",hawkish,although readings on core inflation have improved somewhat energy and other commodity prices have increased and some indicators of inflation expectations have risen in recent months,1
9_2,Economic conditions and considerations addressed by the Committee are essentially the same as when the Committee met in February,neutral,economic conditions and considerations addressed by the committee are essentially the same as when the committee met in february,2
120_5,"Inflation has been elevated, and some indicators of inflation expectations have risen",hawkish,inflation has been elevated and some indicators of inflation expectations have risen,1
114_4,"However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand",neutral,however inflation pressures seem likely to moderate over time reflecting reduced impetus from energy prices contained inflation expectations and the cumulative effects of monetary policy actions and other factors restraining aggregate demand,2
131_1,"Financial market conditions have deteriorated, and tighter credit conditions and increased uncertainty have the potential to restrain economic growth going forward",dovish,financial market conditions have deteriorated and tighter credit conditions and increased uncertainty have the potential to restrain economic growth going forward,0
4_2,"With financial markets functioning more normally, and with persistent strength in domestic demand, foreign economies firming and labor markets remaining very tight, the degree of monetary ease required to address the global financial market turmoil of last fall is no longer consistent with sustained, noninflationary, economic expansion",hawkish,with financial markets functioning more normally and with persistent strength in domestic demand foreign economies firming and labor markets remaining very tight the degree of monetary ease required to address the global financial market turmoil of last fall is no longer consistent with sustained noninflationary economic expansion,1
